query_id,nist_strict_vital_score_min,qrel_strict_vital_score_min,strict_vital_score_min_diff,nist_strict_vital_score_mean,qrel_strict_vital_score_mean,strict_vital_score_mean_diff,nist_strict_vital_score_median,qrel_strict_vital_score_median,strict_vital_score_median_diff,nist_strict_vital_score_max,qrel_strict_vital_score_max,strict_vital_score_max_diff,nist_strict_all_score_min,qrel_strict_all_score_min,strict_all_score_min_diff,nist_strict_all_score_mean,qrel_strict_all_score_mean,strict_all_score_mean_diff,nist_strict_all_score_median,qrel_strict_all_score_median,strict_all_score_median_diff,nist_strict_all_score_max,qrel_strict_all_score_max,strict_all_score_max_diff,nist_vital_score_min,qrel_vital_score_min,vital_score_min_diff,nist_vital_score_mean,qrel_vital_score_mean,vital_score_mean_diff,nist_vital_score_median,qrel_vital_score_median,vital_score_median_diff,nist_vital_score_max,qrel_vital_score_max,vital_score_max_diff,nist_all_score_min,qrel_all_score_min,all_score_min_diff,nist_all_score_mean,qrel_all_score_mean,all_score_mean_diff,nist_all_score_median,qrel_all_score_median,all_score_median_diff,nist_all_score_max,qrel_all_score_max,all_score_max_diff
2024-105741,0.3333333333333333,0.5714285714285714,-0.23809523809523808,0.4693877551020407,0.6705539358600583,-0.20116618075801757,0.3333333333333333,0.7142857142857143,-0.380952380952381,0.6666666666666666,0.8571428571428571,-0.19047619047619047,0.0625,0.4166666666666667,-0.3541666666666667,0.21045918367346939,0.5170068027210885,-0.30654761904761907,0.1875,0.5,-0.3125,0.3125,0.6666666666666666,-0.35416666666666663,0.3333333333333333,0.6428571428571429,-0.3095238095238096,0.5612244897959183,0.6982507288629738,-0.13702623906705547,0.5,0.7142857142857143,-0.2142857142857143,0.6666666666666666,0.8571428571428571,-0.19047619047619047,0.1875,0.5,-0.3125,0.27232142857142855,0.5756802721088435,-0.303358843537415,0.25,0.5833333333333334,-0.33333333333333337,0.375,0.7083333333333334,-0.33333333333333337
2024-121840,0.0,0.0,0.0,0.5183673469387755,0.41836734693877553,0.09999999999999998,0.6,0.5,0.09999999999999998,0.8,0.75,0.050000000000000044,0.0,0.0,0.0,0.26913265306122447,0.3452380952380953,-0.07610544217687082,0.25,0.3333333333333333,-0.08333333333333331,0.5,0.75,-0.25,0.2,0.0,0.2,0.6367346938775511,0.5331632653061225,0.10357142857142865,0.7,0.625,0.07499999999999996,0.9,0.875,0.025000000000000022,0.15625,0.125,0.03125,0.37436224489795916,0.44217687074829937,-0.0678146258503402,0.375,0.4583333333333333,-0.08333333333333331,0.59375,0.75,-0.15625
2024-127266,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.466472303206997,0.47230320699708456,-0.005830903790087549,0.42857142857142855,0.42857142857142855,0.0,0.8571428571428571,0.7142857142857143,0.1428571428571428,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.29931972789115646,0.3231292517006803,-0.023809523809523836,0.25,0.3333333333333333,-0.08333333333333331,0.5833333333333334,0.5,0.08333333333333337,0.21428571428571427,0.35714285714285715,-0.14285714285714288,0.5218658892128281,0.5058309037900875,0.01603498542274051,0.42857142857142855,0.5,-0.07142857142857145,0.9285714285714286,0.7142857142857143,0.2142857142857143,0.16666666666666666,0.20833333333333334,-0.041666666666666685,0.34013605442176864,0.3554421768707483,-0.015306122448979664,0.3333333333333333,0.375,-0.041666666666666685,0.625,0.5,0.125
2024-129925,0.09090909090909091,0.16666666666666666,-0.07575757575757575,0.5176252319109461,0.6258503401360543,-0.10822510822510822,0.5454545454545454,0.6666666666666666,-0.12121212121212122,0.7272727272727273,0.8333333333333334,-0.10606060606060608,0.09090909090909091,0.25,-0.1590909090909091,0.5176252319109461,0.5663265306122449,-0.0487012987012988,0.5454545454545454,0.5833333333333334,-0.037878787878787956,0.7272727272727273,0.6666666666666666,0.06060606060606066,0.2727272727272727,0.25,0.022727272727272707,0.5751391465677179,0.6717687074829931,-0.09662956091527519,0.5909090909090909,0.6666666666666666,-0.07575757575757569,0.7727272727272727,0.9166666666666666,-0.14393939393939392,0.2727272727272727,0.375,-0.10227272727272729,0.5751391465677179,0.6164965986394557,-0.0413574520717378,0.5909090909090909,0.625,-0.03409090909090906,0.7727272727272727,0.75,0.022727272727272707
2024-141577,0.0,0.2,-0.2,0.1921768707482993,0.3224489795918367,-0.1302721088435374,0.16666666666666666,0.2,-0.033333333333333354,0.5,0.6,-0.09999999999999998,0.05,0.16666666666666666,-0.11666666666666665,0.19999999999999998,0.3163265306122449,-0.11632653061224493,0.15,0.3333333333333333,-0.18333333333333332,0.45,0.5833333333333334,-0.13333333333333336,0.125,0.2,-0.07500000000000001,0.30272108843537415,0.39795918367346933,-0.09523809523809518,0.2916666666666667,0.4,-0.10833333333333334,0.5416666666666666,0.7,-0.15833333333333333,0.15,0.20833333333333334,-0.05833333333333335,0.31836734693877555,0.4090136054421769,-0.09064625850340136,0.3,0.375,-0.07500000000000001,0.5,0.6666666666666666,-0.16666666666666663
2024-142395,0.0,0.0,0.0,0.16169544740973313,0.5034013605442177,-0.34170591313448456,0.15384615384615385,0.6666666666666666,-0.5128205128205128,0.46153846153846156,1.0,-0.5384615384615384,0.0,0.0,0.0,0.16169544740973313,0.27891156462585037,-0.11721611721611724,0.15384615384615385,0.3333333333333333,-0.17948717948717946,0.46153846153846156,0.5833333333333334,-0.1217948717948718,0.0,0.0,0.0,0.27708006279434855,0.5510204081632653,-0.2739403453689167,0.3076923076923077,0.6666666666666666,-0.3589743589743589,0.5769230769230769,1.0,-0.42307692307692313,0.0,0.0,0.0,0.27708006279434855,0.31462585034013607,-0.03754578754578752,0.3076923076923077,0.375,-0.06730769230769229,0.5769230769230769,0.625,-0.04807692307692313
2024-143869,0.06666666666666667,0.0,0.06666666666666667,0.16326530612244897,0.47959183673469385,-0.3163265306122449,0.13333333333333333,0.5,-0.3666666666666667,0.3333333333333333,0.75,-0.4166666666666667,0.05,0.0,0.05,0.14489795918367346,0.32967032967032966,-0.1847723704866562,0.15,0.3076923076923077,-0.15769230769230771,0.3,0.46153846153846156,-0.16153846153846158,0.06666666666666667,0.25,-0.18333333333333335,0.17414965986394554,0.5892857142857143,-0.41513605442176876,0.16666666666666666,0.625,-0.45833333333333337,0.3333333333333333,0.75,-0.4166666666666667,0.05,0.11538461538461539,-0.06538461538461539,0.15459183673469387,0.37833594976452123,-0.22374411302982736,0.15,0.38461538461538464,-0.23461538461538464,0.3,0.5,-0.2
2024-145979,0.26666666666666666,0.6,-0.3333333333333333,0.4054421768707483,0.7387755102040815,-0.3333333333333332,0.4,0.8,-0.4,0.6666666666666666,1.0,-0.33333333333333337,0.26666666666666666,0.4166666666666667,-0.15000000000000002,0.4054421768707483,0.5391156462585034,-0.1336734693877551,0.4,0.5,-0.09999999999999998,0.6666666666666666,0.75,-0.08333333333333337,0.4,0.7,-0.29999999999999993,0.5156462585034013,0.842857142857143,-0.3272108843537417,0.5,0.9,-0.4,0.7666666666666667,1.0,-0.23333333333333328,0.4,0.5,-0.09999999999999998,0.5156462585034013,0.6522108843537415,-0.13656462585034024,0.5,0.6666666666666666,-0.16666666666666663,0.7666666666666667,0.875,-0.10833333333333328
2024-152259,0.0,0.0,0.0,0.2387755102040816,0.49319727891156456,-0.25442176870748295,0.2,0.5,-0.3,0.6,0.8333333333333334,-0.2333333333333334,0.0,0.16666666666666666,-0.16666666666666666,0.2840136054421769,0.3945578231292517,-0.11054421768707479,0.25,0.4166666666666667,-0.16666666666666669,0.5833333333333334,0.75,-0.16666666666666663,0.0,0.3333333333333333,-0.3333333333333333,0.30000000000000004,0.6513605442176871,-0.35136054421768703,0.25,0.6666666666666666,-0.41666666666666663,0.6,0.9166666666666666,-0.31666666666666665,0.041666666666666664,0.3333333333333333,-0.29166666666666663,0.3681972789115647,0.5799319727891157,-0.211734693877551,0.3333333333333333,0.5833333333333334,-0.25000000000000006,0.625,0.875,-0.25
2024-152817,0.0,0.14285714285714285,-0.14285714285714285,0.21821036106750394,0.5801749271137027,-0.36196456604619875,0.23076923076923078,0.5714285714285714,-0.3406593406593406,0.5384615384615384,0.7142857142857143,-0.17582417582417587,0.0625,0.16666666666666666,-0.10416666666666666,0.26913265306122447,0.43707482993197283,-0.16794217687074836,0.25,0.4166666666666667,-0.16666666666666669,0.5625,0.6666666666666666,-0.10416666666666663,0.0,0.14285714285714285,-0.14285714285714285,0.23704866562009422,0.6530612244897959,-0.4160125588697017,0.23076923076923078,0.7142857142857143,-0.4835164835164835,0.5384615384615384,0.8571428571428571,-0.31868131868131866,0.125,0.20833333333333334,-0.08333333333333334,0.3252551020408163,0.5127551020408163,-0.1875,0.3125,0.5416666666666666,-0.22916666666666663,0.5625,0.7083333333333334,-0.14583333333333337
2024-153051,0.0,0.0,0.0,0.6428571428571428,0.6768707482993198,-0.03401360544217702,0.6666666666666666,0.6666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.16666666666666666,-0.16666666666666666,0.5510204081632653,0.6309523809523809,-0.07993197278911568,0.5714285714285714,0.6666666666666666,-0.09523809523809523,0.7142857142857143,0.75,-0.0357142857142857,0.16666666666666666,0.16666666666666666,0.0,0.6743197278911566,0.7159863945578232,-0.04166666666666663,0.7083333333333334,0.75,-0.04166666666666663,0.8333333333333334,0.9166666666666666,-0.08333333333333326,0.14285714285714285,0.2916666666666667,-0.14880952380952384,0.5779883381924198,0.6955782312925171,-0.11758989310009726,0.6071428571428571,0.7083333333333334,-0.10119047619047628,0.7142857142857143,0.7916666666666666,-0.07738095238095233
2024-158261,0.0,0.14285714285714285,-0.14285714285714285,0.25510204081632654,0.3994169096209912,-0.14431486880466465,0.25,0.42857142857142855,-0.17857142857142855,0.5,0.7142857142857143,-0.2142857142857143,0.11764705882352941,0.08333333333333333,0.03431372549019608,0.1992797118847539,0.2354669140383426,-0.0361872021535887,0.17647058823529413,0.25,-0.07352941176470587,0.35294117647058826,0.4166666666666667,-0.06372549019607843,0.125,0.2857142857142857,-0.1607142857142857,0.31760204081632654,0.5481049562682215,-0.230502915451895,0.3125,0.5714285714285714,-0.2589285714285714,0.5,0.7857142857142857,-0.2857142857142857,0.14705882352941177,0.16666666666666666,-0.019607843137254888,0.25930372148859543,0.32258812615955473,-0.0632844046709593,0.23529411764705882,0.3333333333333333,-0.0980392156862745,0.4117647058823529,0.4583333333333333,-0.04656862745098039
2024-158677,0.0,0.16666666666666666,-0.16666666666666666,0.36904761904761907,0.45578231292517,-0.08673469387755095,0.3333333333333333,0.5,-0.16666666666666669,0.5833333333333334,0.8333333333333334,-0.25,0.0,0.08333333333333333,-0.08333333333333333,0.24829931972789115,0.3231292517006803,-0.07482993197278914,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0.3888888888888889,0.5,-0.1111111111111111,0.16666666666666666,0.25,-0.08333333333333334,0.46088435374149667,0.5595238095238095,-0.09863945578231287,0.4583333333333333,0.5833333333333334,-0.12500000000000006,0.6666666666666666,0.9166666666666666,-0.25,0.1388888888888889,0.2916666666666667,-0.1527777777777778,0.3497732426303855,0.42176870748299317,-0.07199546485260766,0.3611111111111111,0.4166666666666667,-0.05555555555555558,0.5,0.5833333333333334,-0.08333333333333337
2024-158743,0.0,0.0,0.0,0.26093294460641403,0.5979591836734695,-0.3370262390670554,0.2857142857142857,0.7,-0.41428571428571426,0.5,0.9,-0.4,0.0,0.0,0.0,0.20975056689342403,0.35487528344671204,-0.145124716553288,0.2222222222222222,0.3888888888888889,-0.16666666666666669,0.3888888888888889,0.5555555555555556,-0.16666666666666669,0.0,0.05,-0.05,0.35860058309037907,0.6591836734693877,-0.3005830903790086,0.35714285714285715,0.75,-0.39285714285714285,0.5357142857142857,0.9,-0.3642857142857143,0.0,0.1111111111111111,-0.1111111111111111,0.2857142857142857,0.47108843537414963,-0.18537414965986393,0.2777777777777778,0.5,-0.2222222222222222,0.4166666666666667,0.6388888888888888,-0.22222222222222215
2024-18963,0.0,0.4,-0.4,0.8326530612244899,0.5918367346938775,0.24081632653061236,0.8,0.6,0.20000000000000007,1.0,0.6,0.4,0.0,0.16666666666666666,-0.16666666666666666,0.5474189675870349,0.29931972789115646,0.24809923969587844,0.5882352941176471,0.3333333333333333,0.25490196078431376,0.7647058823529411,0.5,0.2647058823529411,0.0,0.4,-0.4,0.8448979591836734,0.5918367346938775,0.25306122448979584,0.9,0.6,0.30000000000000004,1.0,0.6,0.4,0.0,0.16666666666666666,-0.16666666666666666,0.5816326530612245,0.29931972789115646,0.282312925170068,0.5882352941176471,0.3333333333333333,0.25490196078431376,0.7941176470588235,0.5,0.2941176470588235
2024-19025,0.0,0.0,0.0,0.2602040816326531,0.5183673469387755,-0.25816326530612244,0.25,0.6,-0.35,0.5,0.8,-0.30000000000000004,0.08333333333333333,0.0,0.08333333333333333,0.2261904761904762,0.5136054421768708,-0.2874149659863946,0.25,0.5,-0.25,0.4166666666666667,0.75,-0.3333333333333333,0.25,0.4,-0.15000000000000002,0.44387755102040816,0.6693877551020408,-0.2255102040816327,0.375,0.7,-0.32499999999999996,0.75,0.9,-0.15000000000000002,0.125,0.16666666666666666,-0.04166666666666666,0.3792517006802721,0.6105442176870748,-0.2312925170068027,0.375,0.625,-0.25,0.625,0.8333333333333334,-0.20833333333333337
2024-213469,0.1,0.16666666666666666,-0.06666666666666665,0.3673469387755102,0.42176870748299317,-0.05442176870748294,0.4,0.3333333333333333,0.06666666666666671,0.6,0.6666666666666666,-0.06666666666666665,0.07692307692307693,0.25,-0.17307692307692307,0.2825745682888541,0.47108843537414963,-0.18851386708529555,0.3076923076923077,0.5,-0.1923076923076923,0.46153846153846156,0.6666666666666666,-0.20512820512820507,0.1,0.25,-0.15,0.4122448979591837,0.5034013605442177,-0.09115646258503401,0.4,0.5,-0.09999999999999998,0.6,0.75,-0.15000000000000002,0.07692307692307693,0.3333333333333333,-0.2564102564102564,0.3218210361067504,0.5688775510204082,-0.24705651491365777,0.3076923076923077,0.5833333333333334,-0.27564102564102566,0.46153846153846156,0.75,-0.28846153846153844
2024-213789,0.07692307692307693,0.0,0.07692307692307693,0.39717425431711145,0.5680272108843536,-0.17085295656724214,0.38461538461538464,0.5,-0.11538461538461536,0.6153846153846154,0.8333333333333334,-0.21794871794871795,0.07692307692307693,0.08333333333333333,-0.006410256410256401,0.39717425431711145,0.42517006802721086,-0.027995813710099404,0.38461538461538464,0.4166666666666667,-0.03205128205128205,0.6153846153846154,0.6666666666666666,-0.05128205128205121,0.23076923076923078,0.3333333333333333,-0.10256410256410253,0.445839874411303,0.6241496598639455,-0.17830978545264253,0.4230769230769231,0.5833333333333334,-0.1602564102564103,0.6153846153846154,0.9166666666666666,-0.3012820512820512,0.23076923076923078,0.2916666666666667,-0.0608974358974359,0.445839874411303,0.5,-0.05416012558869698,0.4230769230769231,0.5,-0.07692307692307693,0.6153846153846154,0.7083333333333334,-0.09294871794871795
2024-213817,0.1,0.0,0.1,0.2612244897959184,0.6598639455782312,-0.39863945578231286,0.2,0.6666666666666666,-0.4666666666666666,0.5,1.0,-0.5,0.15384615384615385,0.0,0.15384615384615385,0.2762951334379906,0.20238095238095236,0.07391418105703826,0.23076923076923078,0.16666666666666666,0.06410256410256412,0.46153846153846156,0.4166666666666667,0.04487179487179488,0.25,0.16666666666666666,0.08333333333333334,0.35408163265306125,0.8197278911564627,-0.46564625850340147,0.3,0.8333333333333334,-0.5333333333333334,0.55,1.0,-0.44999999999999996,0.2692307692307692,0.08333333333333333,0.1858974358974359,0.34850863422291994,0.2925170068027211,0.055991627420198864,0.3076923076923077,0.25,0.05769230769230771,0.5,0.4583333333333333,0.041666666666666685
2024-213978,0.0,0.0,0.0,0.46938775510204084,0.37755102040816324,0.0918367346938776,0.0,0.3333333333333333,-0.3333333333333333,1.0,0.8333333333333334,0.16666666666666663,0.0,0.0,0.0,0.21768707482993196,0.32823129251700683,-0.11054421768707487,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0.4444444444444444,0.5833333333333334,-0.13888888888888895,0.0,0.0,0.0,0.5510204081632653,0.5748299319727892,-0.023809523809523947,0.5,0.6666666666666666,-0.16666666666666663,1.0,0.9166666666666666,0.08333333333333337,0.0,0.0,0.0,0.2766439909297052,0.43452380952380953,-0.15787981859410433,0.3333333333333333,0.5,-0.16666666666666669,0.4444444444444444,0.6666666666666666,-0.2222222222222222
2024-214096,0.2222222222222222,0.75,-0.5277777777777778,0.37868480725623577,0.9540816326530612,-0.5753968253968255,0.3333333333333333,1.0,-0.6666666666666667,0.6666666666666666,1.0,-0.33333333333333337,0.125,0.4,-0.275,0.23596938775510204,0.5244897959183673,-0.2885204081632653,0.25,0.5,-0.25,0.4375,0.8,-0.36250000000000004,0.2777777777777778,0.875,-0.5972222222222222,0.463718820861678,0.9770408163265306,-0.5133219954648527,0.3888888888888889,1.0,-0.6111111111111112,0.6666666666666666,1.0,-0.33333333333333337,0.21875,0.45,-0.23125,0.32653061224489793,0.6285714285714286,-0.3020408163265306,0.34375,0.6,-0.25625,0.46875,0.85,-0.38125
2024-214257,0.0,0.0,0.0,0.13520408163265307,0.32142857142857145,-0.18622448979591838,0.125,0.25,-0.125,0.25,0.75,-0.5,0.0,0.08333333333333333,-0.08333333333333333,0.10760667903525048,0.24489795918367346,-0.13729128014842298,0.09090909090909091,0.25,-0.1590909090909091,0.18181818181818182,0.5,-0.3181818181818182,0.125,0.0,0.125,0.16581632653061223,0.413265306122449,-0.24744897959183676,0.125,0.375,-0.25,0.3125,0.875,-0.5625,0.09090909090909091,0.125,-0.03409090909090909,0.14564007421150277,0.30357142857142855,-0.15793135435992578,0.13636363636363635,0.2916666666666667,-0.15530303030303033,0.2727272727272727,0.5833333333333334,-0.31060606060606066
2024-214467,0.14285714285714285,0.0,0.14285714285714285,0.5335276967930028,0.8204081632653061,-0.28688046647230325,0.5714285714285714,1.0,-0.4285714285714286,0.7142857142857143,1.0,-0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.5335276967930028,0.673469387755102,-0.13994169096209919,0.5714285714285714,0.75,-0.1785714285714286,0.7142857142857143,0.9166666666666666,-0.20238095238095233,0.14285714285714285,0.0,0.14285714285714285,0.5641399416909622,0.8367346938775511,-0.2725947521865889,0.5714285714285714,1.0,-0.4285714285714286,0.7857142857142857,1.0,-0.2142857142857143,0.14285714285714285,0.041666666666666664,0.10119047619047619,0.5641399416909622,0.719387755102041,-0.15524781341107885,0.5714285714285714,0.7916666666666666,-0.22023809523809523,0.7857142857142857,0.9583333333333334,-0.17261904761904767
2024-215044,0.0,0.0,0.0,0.09183673469387753,0.09523809523809523,-0.0034013605442177047,0.0,0.0,0.0,0.5,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.0,0.04353741496598639,0.06122448979591836,-0.017687074829931967,0.0,0.0,0.0,0.26666666666666666,0.4,-0.13333333333333336,0.0,0.0,0.0,0.18027210884353742,0.1768707482993197,0.0034013605442177186,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.10340136054421768,0.1357142857142857,-0.03231292517006802,0.0,0.0,0.0,0.4,0.55,-0.15000000000000002
2024-215952,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.46031746031746035,0.9625850340136055,-0.5022675736961452,0.4444444444444444,1.0,-0.5555555555555556,0.6666666666666666,1.0,-0.33333333333333337,0.3,0.46153846153846156,-0.16153846153846158,0.4142857142857143,0.5965463108320251,-0.18226059654631083,0.4,0.6153846153846154,-0.2153846153846154,0.6,0.6923076923076923,-0.09230769230769231,0.3888888888888889,0.75,-0.3611111111111111,0.5340136054421769,0.976190476190476,-0.44217687074829914,0.5555555555555556,1.0,-0.4444444444444444,0.7222222222222222,1.0,-0.2777777777777778,0.35,0.5,-0.15000000000000002,0.4806122448979593,0.6483516483516483,-0.16773940345368898,0.5,0.6538461538461539,-0.15384615384615385,0.65,0.7692307692307693,-0.11923076923076925
2024-216592,0.2857142857142857,0.25,0.0357142857142857,0.4373177842565598,0.5178571428571429,-0.08053935860058309,0.42857142857142855,0.5,-0.07142857142857145,0.6428571428571429,0.75,-0.1071428571428571,0.2,0.15384615384615385,0.046153846153846156,0.33877551020408164,0.4222919937205652,-0.08351648351648355,0.35,0.38461538461538464,-0.03461538461538466,0.55,0.7692307692307693,-0.21923076923076923,0.32142857142857145,0.375,-0.05357142857142855,0.4963556851311954,0.5829081632653061,-0.08655247813411077,0.5,0.5625,-0.0625,0.75,0.8125,-0.0625,0.25,0.23076923076923078,0.019230769230769218,0.39285714285714285,0.5023547880690737,-0.1094976452119309,0.4,0.46153846153846156,-0.06153846153846154,0.6,0.8076923076923077,-0.20769230769230773
2024-217279,0.0,0.0,0.0,0.4489795918367347,0.1989795918367347,0.25,0.3333333333333333,0.25,0.08333333333333331,1.0,0.5,0.5,0.0,0.0,0.0,0.26870748299319724,0.06802721088435373,0.2006802721088435,0.25,0.08333333333333333,0.16666666666666669,0.5833333333333334,0.16666666666666666,0.41666666666666674,0.0,0.0,0.0,0.5714285714285714,0.24744897959183673,0.32397959183673464,0.5,0.25,0.25,1.0,0.5,0.5,0.041666666666666664,0.0,0.041666666666666664,0.3707482993197279,0.08843537414965985,0.28231292517006806,0.375,0.08333333333333333,0.2916666666666667,0.75,0.20833333333333334,0.5416666666666666
2024-217812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
