query_id,nist_strict_vital_score_min,qrel_strict_vital_score_min,strict_vital_score_min_diff,nist_strict_vital_score_mean,qrel_strict_vital_score_mean,strict_vital_score_mean_diff,nist_strict_vital_score_median,qrel_strict_vital_score_median,strict_vital_score_median_diff,nist_strict_vital_score_max,qrel_strict_vital_score_max,strict_vital_score_max_diff,nist_strict_all_score_min,qrel_strict_all_score_min,strict_all_score_min_diff,nist_strict_all_score_mean,qrel_strict_all_score_mean,strict_all_score_mean_diff,nist_strict_all_score_median,qrel_strict_all_score_median,strict_all_score_median_diff,nist_strict_all_score_max,qrel_strict_all_score_max,strict_all_score_max_diff,nist_vital_score_min,qrel_vital_score_min,vital_score_min_diff,nist_vital_score_mean,qrel_vital_score_mean,vital_score_mean_diff,nist_vital_score_median,qrel_vital_score_median,vital_score_median_diff,nist_vital_score_max,qrel_vital_score_max,vital_score_max_diff,nist_all_score_min,qrel_all_score_min,all_score_min_diff,nist_all_score_mean,qrel_all_score_mean,all_score_mean_diff,nist_all_score_median,qrel_all_score_median,all_score_median_diff,nist_all_score_max,qrel_all_score_max,all_score_max_diff
2024-219563,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.2879818594104308,0.673469387755102,-0.3854875283446712,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.4444444444444444,1.0,-0.5555555555555556,0.1,0.16666666666666666,-0.06666666666666665,0.2591836734693878,0.3384353741496599,-0.0792517006802721,0.3,0.3333333333333333,-0.033333333333333326,0.4,0.5,-0.09999999999999998,0.2222222222222222,0.5,-0.2777777777777778,0.3480725623582766,0.7806122448979592,-0.4325396825396826,0.3333333333333333,0.75,-0.4166666666666667,0.4444444444444444,1.0,-0.5555555555555556,0.2,0.2916666666666667,-0.09166666666666667,0.3142857142857143,0.41921768707483,-0.1049319727891157,0.3,0.4166666666666667,-0.1166666666666667,0.4,0.5833333333333334,-0.18333333333333335
2024-219624,0.0,0.0,0.0,0.17517006802721088,0.2789115646258503,-0.10374149659863943,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.4166666666666667,0.6666666666666666,-0.24999999999999994,0.0,0.08333333333333333,-0.08333333333333333,0.16640502354788067,0.20238095238095236,-0.035975928833071685,0.15384615384615385,0.16666666666666666,-0.012820512820512803,0.46153846153846156,0.5,-0.038461538461538436,0.0,0.08333333333333333,-0.08333333333333333,0.22874149659863943,0.3860544217687075,-0.1573129251700681,0.25,0.4166666666666667,-0.16666666666666669,0.5,0.75,-0.25,0.0,0.125,-0.125,0.2237048665620094,0.288265306122449,-0.06456043956043958,0.23076923076923078,0.2916666666666667,-0.0608974358974359,0.46153846153846156,0.5416666666666666,-0.08012820512820507
2024-224279,0.14285714285714285,0.5,-0.35714285714285715,0.4868804664723032,0.6632653061224489,-0.17638483965014573,0.42857142857142855,0.6666666666666666,-0.23809523809523808,0.8571428571428571,0.8333333333333334,0.023809523809523725,0.2,0.25,-0.04999999999999999,0.3850340136054422,0.369047619047619,0.01598639455782319,0.4,0.3333333333333333,0.06666666666666671,0.6,0.5,0.09999999999999998,0.14285714285714285,0.5833333333333334,-0.4404761904761905,0.5787172011661808,0.7414965986394558,-0.16277939747327508,0.5714285714285714,0.75,-0.1785714285714286,0.8571428571428571,0.9166666666666666,-0.059523809523809534,0.23333333333333334,0.2916666666666667,-0.05833333333333335,0.49795918367346936,0.4251700680272109,0.07278911564625845,0.5,0.4166666666666667,0.08333333333333331,0.7,0.5416666666666666,0.15833333333333333
2024-224701,0.25,0.0,0.25,0.2653061224489796,0.3605442176870748,-0.09523809523809518,0.25,0.3333333333333333,-0.08333333333333331,0.75,0.6666666666666666,0.08333333333333337,0.35294117647058826,0.2727272727272727,0.08021390374331555,0.5070694944644525,0.44155844155844154,0.06551105290601095,0.5294117647058824,0.45454545454545453,0.07486631016042783,0.6470588235294118,0.6363636363636364,0.010695187165775444,0.25,0.4166666666666667,-0.16666666666666669,0.2755102040816326,0.6020408163265307,-0.3265306122448981,0.25,0.5833333333333334,-0.33333333333333337,0.875,0.8333333333333334,0.04166666666666663,0.4444444444444444,0.45454545454545453,-0.01010101010101011,0.5995523209283714,0.5862708719851577,0.013281448943213703,0.6111111111111112,0.5909090909090909,0.02020202020202022,0.7058823529411765,0.7272727272727273,-0.021390374331550777
2024-224926,0.0,0.0,0.0,0.0,0.282312925170068,-0.282312925170068,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.5,-0.5,0.0,0.0,0.0,0.02782931354359926,0.15476190476190474,-0.12693259121830547,0.0,0.16666666666666666,-0.16666666666666666,0.36363636363636365,0.3333333333333333,0.03030303030303033,0.0,0.0,0.0,0.003401360544217687,0.3758503401360544,-0.3724489795918367,0.0,0.4166666666666667,-0.4166666666666667,0.16666666666666666,0.6666666666666666,-0.5,0.0,0.0,0.0,0.08905380333951762,0.2253401360544218,-0.13628633271490417,0.09090909090909091,0.20833333333333334,-0.11742424242424243,0.4090909090909091,0.4166666666666667,-0.007575757575757569
2024-22886,0.2222222222222222,0.5714285714285714,-0.3492063492063492,0.528344671201814,0.8046647230320698,-0.27632005183025576,0.5555555555555556,0.8571428571428571,-0.3015873015873015,0.7777777777777778,0.8571428571428571,-0.0793650793650793,0.15,0.25,-0.1,0.34591836734693876,0.3596938775510204,-0.013775510204081631,0.35,0.375,-0.025000000000000022,0.5,0.4375,0.0625,0.3333333333333333,0.5714285714285714,-0.23809523809523808,0.5612244897959183,0.8498542274052479,-0.28862973760932953,0.6111111111111112,0.8571428571428571,-0.24603174603174593,0.7777777777777778,0.9285714285714286,-0.1507936507936508,0.325,0.25,0.07500000000000001,0.4525510204081633,0.3903061224489796,0.0622448979591837,0.45,0.375,0.07500000000000001,0.575,0.46875,0.10624999999999996
2024-27366,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0.4625850340136054,0.6462585034013606,-0.1836734693877552,0.4444444444444444,0.6666666666666666,-0.2222222222222222,0.7777777777777778,0.8333333333333334,-0.05555555555555558,0.125,0.25,-0.125,0.2780612244897959,0.4884044526901669,-0.210343228200371,0.25,0.5,-0.25,0.4375,0.75,-0.3125,0.4444444444444444,0.4166666666666667,0.027777777777777735,0.5861678004535147,0.7193877551020407,-0.13321995464852598,0.5555555555555556,0.75,-0.19444444444444442,0.8888888888888888,0.8333333333333334,0.05555555555555547,0.25,0.375,-0.125,0.36160714285714285,0.543908472479901,-0.1823013296227582,0.3125,0.5416666666666666,-0.22916666666666663,0.5625,0.8333333333333334,-0.27083333333333337
2024-29182,0.14285714285714285,0.2,-0.05714285714285716,0.19533527696793,0.5836734693877551,-0.38833819241982515,0.14285714285714285,0.6,-0.45714285714285713,0.2857142857142857,0.6,-0.3142857142857143,0.06666666666666667,0.16666666666666666,-0.09999999999999999,0.18503401360544217,0.32142857142857145,-0.1363945578231293,0.2,0.3333333333333333,-0.1333333333333333,0.4,0.4166666666666667,-0.016666666666666663,0.14285714285714285,0.4,-0.2571428571428572,0.26822157434402333,0.6530612244897959,-0.38483965014577254,0.2857142857142857,0.7,-0.41428571428571426,0.42857142857142855,0.7,-0.2714285714285714,0.1,0.20833333333333334,-0.10833333333333334,0.29183673469387755,0.3579931972789116,-0.06615646258503405,0.3,0.375,-0.07500000000000001,0.5,0.5,0.0
2024-32912,0.0,0.0,0.0,0.2959183673469387,0.2740524781341107,0.021865889212828005,0.3333333333333333,0.2857142857142857,0.047619047619047616,0.5,0.42857142857142855,0.07142857142857145,0.0,0.0,0.0,0.2925170068027211,0.2150706436420722,0.07744636316064887,0.3333333333333333,0.23076923076923078,0.10256410256410253,0.4444444444444444,0.3076923076923077,0.1367521367521367,0.0,0.0,0.0,0.3945578231292517,0.4664723032069971,-0.07191448007774542,0.4166666666666667,0.5,-0.08333333333333331,0.5833333333333334,0.5714285714285714,0.011904761904761973,0.0,0.0,0.0,0.3718820861678004,0.3799058084772371,-0.00802372230943671,0.3888888888888889,0.38461538461538464,0.004273504273504258,0.5555555555555556,0.5,0.05555555555555558
2024-35227,0.3333333333333333,0.42857142857142855,-0.09523809523809523,0.520408163265306,0.5597667638483965,-0.039358600583090486,0.5,0.5714285714285714,-0.0714285714285714,0.8333333333333334,0.7142857142857143,0.11904761904761907,0.3888888888888889,0.3333333333333333,0.05555555555555558,0.5929705215419501,0.47789115646258506,0.115079365079365,0.6111111111111112,0.5,0.11111111111111116,0.7777777777777778,0.5833333333333334,0.19444444444444442,0.5,0.5,0.0,0.6462585034013605,0.6588921282798834,-0.012633624878522931,0.6666666666666666,0.7142857142857143,-0.04761904761904767,0.9166666666666666,0.8571428571428571,0.059523809523809534,0.4444444444444444,0.4583333333333333,-0.013888888888888895,0.675170068027211,0.5935374149659863,0.08163265306122469,0.6666666666666666,0.5833333333333334,0.08333333333333326,0.8333333333333334,0.7083333333333334,0.125
2024-35269,0.2857142857142857,0.4,-0.11428571428571432,0.45772594752186585,0.5877551020408164,-0.13002915451895053,0.42857142857142855,0.6,-0.17142857142857143,0.5714285714285714,0.8,-0.22857142857142865,0.4,0.25,0.15000000000000002,0.5265306122448979,0.48341836734693877,0.04311224489795917,0.5,0.5,0.0,0.7,0.625,0.07499999999999996,0.35714285714285715,0.5,-0.14285714285714285,0.5160349854227404,0.6326530612244898,-0.11661807580174943,0.5,0.6,-0.09999999999999998,0.6428571428571429,0.8,-0.15714285714285714,0.4,0.375,0.025000000000000022,0.5846938775510204,0.5975765306122449,-0.012882653061224492,0.6,0.625,-0.025000000000000022,0.7,0.75,-0.050000000000000044
2024-35284,0.0,0.0,0.0,0.30952380952380953,0.28979591836734697,0.019727891156462563,0.3333333333333333,0.2,0.1333333333333333,0.6666666666666666,0.6,0.06666666666666665,0.0,0.2222222222222222,-0.2222222222222222,0.2919937205651491,0.44444444444444436,-0.15245072387929526,0.3076923076923077,0.4444444444444444,-0.1367521367521367,0.6923076923076923,0.6111111111111112,0.08119658119658113,0.0,0.0,0.0,0.3622448979591837,0.33469387755102037,0.027551020408163318,0.4583333333333333,0.3,0.15833333333333333,0.7083333333333334,0.6,0.10833333333333339,0.0,0.3611111111111111,-0.3611111111111111,0.3445839874411303,0.5017006802721088,-0.1571166928309785,0.4230769230769231,0.5,-0.07692307692307693,0.6923076923076923,0.6111111111111112,0.08119658119658113
2024-35620,0.25,0.8,-0.55,0.42346938775510207,0.8897959183673468,-0.46632653061224477,0.4166666666666667,0.8,-0.38333333333333336,0.5833333333333334,1.0,-0.41666666666666663,0.17647058823529413,0.4166666666666667,-0.24019607843137256,0.3565426170468188,0.5918367346938775,-0.23529411764705876,0.35294117647058826,0.5833333333333334,-0.2303921568627451,0.47058823529411764,0.75,-0.27941176470588236,0.375,0.8,-0.42500000000000004,0.5603741496598639,0.8938775510204081,-0.33350340136054424,0.5833333333333334,0.8,-0.21666666666666667,0.6666666666666666,1.0,-0.33333333333333337,0.3235294117647059,0.5,-0.1764705882352941,0.4849939975990396,0.6488095238095238,-0.16381552621048423,0.47058823529411764,0.625,-0.15441176470588236,0.6176470588235294,0.7916666666666666,-0.1740196078431372
2024-38986,0.08333333333333333,0.0,0.08333333333333333,0.24489795918367346,0.3877551020408163,-0.14285714285714285,0.25,0.3333333333333333,-0.08333333333333331,0.5833333333333334,0.8333333333333334,-0.25,0.0625,0.0,0.0625,0.21301020408163265,0.19623233908948193,0.016777864992150726,0.1875,0.15384615384615385,0.033653846153846145,0.5,0.46153846153846156,0.038461538461538436,0.16666666666666666,0.16666666666666666,0.0,0.37329931972789115,0.5102040816326531,-0.13690476190476192,0.375,0.5,-0.125,0.625,0.8333333333333334,-0.20833333333333337,0.1875,0.11538461538461539,0.07211538461538461,0.3539540816326531,0.33830455259026687,0.0156495290423862,0.34375,0.34615384615384615,-0.0024038461538461453,0.59375,0.5384615384615384,0.055288461538461564
2024-41849,0.0,0.0,0.0,0.1457725947521866,0.23979591836734693,-0.09402332361516033,0.0,0.0,0.0,0.8571428571428571,1.0,-0.1428571428571429,0.0,0.0,0.0,0.18045112781954886,0.1530612244897959,0.027389903329752968,0.05263157894736842,0.08333333333333333,-0.03070175438596491,0.6842105263157895,0.5,0.1842105263157895,0.0,0.0,0.0,0.25655976676384834,0.3163265306122449,-0.059766763848396576,0.0,0.25,-0.25,0.8571428571428571,1.0,-0.1428571428571429,0.0,0.0,0.0,0.2765843179377014,0.23979591836734693,0.03678839957035446,0.21052631578947367,0.20833333333333334,0.00219298245614033,0.7105263157894737,0.5416666666666666,0.16885964912280704
2024-42497,0.18181818181818182,0.3333333333333333,-0.1515151515151515,0.5324675324675324,0.48979591836734687,0.04267161410018555,0.5454545454545454,0.5,0.045454545454545414,0.6363636363636364,0.8333333333333334,-0.19696969696969702,0.26666666666666666,0.25,0.016666666666666663,0.5346938775510204,0.37074829931972786,0.16394557823129252,0.5333333333333333,0.3333333333333333,0.2,0.6666666666666666,0.5,0.16666666666666663,0.36363636363636365,0.5,-0.13636363636363635,0.5640074211502782,0.6581632653061225,-0.09415584415584421,0.5454545454545454,0.6666666666666666,-0.12121212121212122,0.6818181818181818,0.8333333333333334,-0.1515151515151516,0.43333333333333335,0.4166666666666667,0.016666666666666663,0.5857142857142857,0.48469387755102034,0.10102040816326541,0.6,0.4583333333333333,0.14166666666666666,0.6666666666666666,0.5833333333333334,0.08333333333333326
2024-43037,0.16666666666666666,0.25,-0.08333333333333334,0.4489795918367347,0.5102040816326531,-0.06122448979591838,0.5,0.5,0.0,0.8333333333333334,0.75,0.08333333333333337,0.2,0.08333333333333333,0.11666666666666668,0.3979591836734694,0.2585034013605442,0.13945578231292516,0.4,0.25,0.15000000000000002,0.8,0.5,0.30000000000000004,0.25,0.375,-0.125,0.5051020408163265,0.6301020408163265,-0.125,0.5,0.625,-0.125,0.8333333333333334,0.875,-0.04166666666666663,0.3,0.16666666666666666,0.13333333333333333,0.4765306122448979,0.3639455782312925,0.11258503401360542,0.45,0.3333333333333333,0.1166666666666667,0.85,0.5833333333333334,0.2666666666666666
2024-43983,0.0,0.42857142857142855,-0.42857142857142855,0.10204081632653061,0.6997084548104956,-0.597667638483965,0.0,0.7142857142857143,-0.7142857142857143,1.0,0.8571428571428571,0.1428571428571429,0.0,0.25,-0.25,0.17142857142857149,0.4336734693877551,-0.2622448979591836,0.1,0.4375,-0.3375,0.4,0.625,-0.22499999999999998,0.0,0.5714285714285714,-0.5714285714285714,0.24829931972789115,0.7405247813411079,-0.49222546161321673,0.16666666666666666,0.7142857142857143,-0.5476190476190477,1.0,0.8571428571428571,0.1428571428571429,0.2,0.34375,-0.14375,0.3602040816326531,0.4885204081632653,-0.1283163265306122,0.3,0.46875,-0.16875,0.5,0.65625,-0.15625
2024-44060,0.5,0.42857142857142855,0.07142857142857145,0.58843537414966,0.5131195335276968,0.07531584062196317,0.5,0.42857142857142855,0.07142857142857145,0.8333333333333334,0.8571428571428571,-0.023809523809523725,0.5,0.3333333333333333,0.16666666666666669,0.58843537414966,0.43537414965986393,0.15306122448979603,0.5,0.4166666666666667,0.08333333333333331,0.8333333333333334,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.5,0.16666666666666663,0.7295918367346937,0.6370262390670555,0.09256559766763828,0.75,0.5714285714285714,0.1785714285714286,0.9166666666666666,0.9285714285714286,-0.011904761904761973,0.6666666666666666,0.375,0.29166666666666663,0.7295918367346937,0.5144557823129252,0.21513605442176853,0.75,0.4583333333333333,0.2916666666666667,0.9166666666666666,0.7916666666666666,0.125
2024-58819,0.0,0.0,0.0,0.09523809523809525,0.2332361516034985,-0.13799805636540324,0.1111111111111111,0.14285714285714285,-0.031746031746031744,0.3333333333333333,0.5714285714285714,-0.23809523809523808,0.0,0.0,0.0,0.0625,0.17857142857142858,-0.11607142857142858,0.0625,0.08333333333333333,-0.02083333333333333,0.25,0.5,-0.25,0.0,0.0,0.0,0.1950113378684807,0.34402332361516036,-0.14901198574667965,0.16666666666666666,0.35714285714285715,-0.1904761904761905,0.5,0.6428571428571429,-0.1428571428571429,0.0,0.0,0.0,0.1485969387755102,0.2627551020408163,-0.11415816326530612,0.125,0.2916666666666667,-0.16666666666666669,0.4375,0.625,-0.1875
2024-73340,0.0,0.0,0.0,0.5255102040816326,0.5020408163265306,0.02346938775510199,0.5,0.4,0.09999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.38483965014577254,0.2891156462585034,0.09572400388726915,0.42857142857142855,0.25,0.17857142857142855,0.7142857142857143,0.5,0.2142857142857143,0.0,0.0,0.0,0.5841836734693877,0.5244897959183673,0.0596938775510204,0.5,0.6,-0.09999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.5160349854227405,0.3860544217687074,0.1299805636540331,0.5714285714285714,0.375,0.1964285714285714,0.7857142857142857,0.5833333333333334,0.20238095238095233
2024-73918,0.0,0.0,0.0,0.10331632653061225,0.2693877551020408,-0.1660714285714286,0.0625,0.2,-0.1375,0.3125,0.6,-0.2875,0.0,0.0,0.0,0.09637188208616779,0.12074829931972787,-0.024376417233560085,0.05555555555555555,0.16666666666666666,-0.1111111111111111,0.2777777777777778,0.3333333333333333,-0.055555555555555525,0.0,0.0,0.0,0.1568877551020408,0.33877551020408164,-0.18188775510204083,0.1875,0.4,-0.21250000000000002,0.3125,0.7,-0.38749999999999996,0.0,0.041666666666666664,-0.041666666666666664,0.1570294784580499,0.20068027210884354,-0.043650793650793634,0.16666666666666666,0.25,-0.08333333333333334,0.3333333333333333,0.4166666666666667,-0.08333333333333337
2024-79081,0.2,0.25,-0.04999999999999999,0.5265306122448979,0.45408163265306123,0.07244897959183672,0.4,0.5,-0.09999999999999998,0.8,0.75,0.050000000000000044,0.3125,0.3333333333333333,-0.020833333333333315,0.45153061224489793,0.6105442176870749,-0.15901360544217696,0.4375,0.5833333333333334,-0.14583333333333337,0.6875,0.8333333333333334,-0.14583333333333337,0.4,0.375,0.025000000000000022,0.6142857142857143,0.6658163265306123,-0.051530612244897966,0.6,0.625,-0.025000000000000022,0.8,0.875,-0.07499999999999996,0.40625,0.4166666666666667,-0.010416666666666685,0.5516581632653061,0.6938775510204083,-0.14221938775510212,0.53125,0.7083333333333334,-0.17708333333333337,0.71875,0.875,-0.15625
2024-79154,0.0,0.0,0.0,0.16326530612244897,0.4761904761904762,-0.3129251700680272,0.0,0.5,-0.5,0.6,0.8333333333333334,-0.2333333333333334,0.0,0.0,0.0,0.1473922902494331,0.28911564625850333,-0.14172335600907024,0.0,0.3333333333333333,-0.3333333333333333,0.7777777777777778,0.5833333333333334,0.19444444444444442,0.0,0.4166666666666667,-0.4166666666666667,0.24489795918367346,0.6071428571428571,-0.36224489795918363,0.2,0.5833333333333334,-0.38333333333333336,0.7,0.8333333333333334,-0.13333333333333341,0.0,0.20833333333333334,-0.20833333333333334,0.23242630385487528,0.4311224489795918,-0.1986961451247165,0.16666666666666666,0.4166666666666667,-0.25,0.7777777777777778,0.6666666666666666,0.11111111111111116
2024-88894,0.0,0.0,0.0,0.16909620991253643,0.20408163265306123,-0.034985422740524796,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0.0,0.0,0.0,0.10675039246467818,0.16206482593037216,-0.05531443346569398,0.07692307692307693,0.17647058823529413,-0.0995475113122172,0.46153846153846156,0.29411764705882354,0.16742081447963802,0.21428571428571427,0.0,0.21428571428571427,0.29737609329446063,0.3061224489795918,-0.008746355685131157,0.2857142857142857,0.35714285714285715,-0.07142857142857145,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0.19230769230769232,0.11764705882352941,0.07466063348416291,0.26059654631083207,0.24789915966386558,0.012697386646966485,0.23076923076923078,0.2647058823529412,-0.0339366515837104,0.46153846153846156,0.38235294117647056,0.079185520361991
2024-94706,0.0,0.0,0.0,0.01020408163265306,0.45578231292516996,-0.4455782312925169,0.0,0.4444444444444444,-0.4444444444444444,0.5,0.7777777777777778,-0.2777777777777778,0.0,0.0,0.0,0.2619047619047619,0.4631083202511773,-0.2012035583464154,0.3333333333333333,0.46153846153846156,-0.12820512820512825,0.4166666666666667,0.6153846153846154,-0.19871794871794873,0.0,0.0,0.0,0.14285714285714285,0.5623582766439909,-0.419501133786848,0.25,0.5555555555555556,-0.3055555555555556,0.5,0.8888888888888888,-0.38888888888888884,0.0,0.0,0.0,0.3392857142857143,0.5816326530612245,-0.24234693877551017,0.3333333333333333,0.5769230769230769,-0.24358974358974356,0.5416666666666666,0.7692307692307693,-0.22756410256410264
2024-96063,0.0,0.0,0.0,0.1997084548104956,0.3469387755102041,-0.14723032069970848,0.21428571428571427,0.2,0.014285714285714263,0.5,0.8,-0.30000000000000004,0.0,0.0,0.0,0.17857142857142858,0.23469387755102042,-0.056122448979591844,0.1875,0.16666666666666666,0.020833333333333343,0.4375,0.5,-0.0625,0.0,0.1,-0.1,0.25583090379008744,0.4918367346938775,-0.23600583090379007,0.2857142857142857,0.5,-0.2142857142857143,0.5,0.9,-0.4,0.0,0.16666666666666666,-0.16666666666666666,0.22831632653061223,0.35289115646258506,-0.12457482993197283,0.25,0.375,-0.125,0.46875,0.5833333333333334,-0.11458333333333337
2024-96359,0.0,0.14285714285714285,-0.14285714285714285,0.4047619047619047,0.5947521865889213,-0.18999028182701655,0.3333333333333333,0.5714285714285714,-0.23809523809523808,0.8333333333333334,1.0,-0.16666666666666663,0.09090909090909091,0.08333333333333333,0.007575757575757583,0.36549165120593696,0.3979591836734694,-0.03246753246753242,0.36363636363636365,0.4166666666666667,-0.05303030303030304,0.5454545454545454,0.6666666666666666,-0.12121212121212122,0.08333333333333333,0.35714285714285715,-0.27380952380952384,0.5102040816326531,0.7565597667638485,-0.24635568513119543,0.5,0.7857142857142857,-0.2857142857142857,0.9166666666666666,1.0,-0.08333333333333337,0.18181818181818182,0.25,-0.06818181818181818,0.46660482374768086,0.564625850340136,-0.09802102659245515,0.45454545454545453,0.5833333333333334,-0.12878787878787884,0.6363636363636364,0.7916666666666666,-0.15530303030303028
all,0.29628105029890744,0.4535462599416088,-0.15726520964270135,0.3325373398669682,0.47360111703711266,-0.14106377717014446,0.331837160855018,0.473290990109927,-0.14145382925490896,0.37002152113759257,0.5009202130464588,-0.13089869190886627,0.2501539208340679,0.33223928455753743,-0.08208536372346953,0.28957570742337285,0.3497955573088284,-0.060219849885455534,0.28985576310943956,0.34856798838868414,-0.05871222527924458,0.327340138990819,0.3715048543585772,-0.044164715367758234,0.36398839255982113,0.5379185483213722,-0.17393015576155108,0.4097972403365989,0.5583824519078604,-0.14858521157126148,0.41038633985062556,0.5572499436702094,-0.14686360381958385,0.4453369547119547,0.5793034162220209,-0.13396646151006614,0.3332110236822615,0.4106078207651395,-0.077396797082878,0.36975905738695397,0.43003424021818093,-0.06027518283122696,0.3702380690421795,0.42929410556438113,-0.05905603652220165,0.40493951307059445,0.4534460432679604,-0.04850653019736595
